BIN,House #,Street Name,Zip_code,Borough,Status,Number of DWT,Activity_Type,Activity_Year,Violation_Code,Law_Section,Violation_Text,Compliance_Year,Date_of_Occurrence,Summons_Number,BBL,Longitude,Latitude,Community_Board,Council_District,Census_Tract,NTA_Code
1076123,445,West   19 Street,10011,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1007177501,-74.004695,40.744709,104,3,8900,MN0401
1076145,40,West 20 Street,10011,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1008217501,-73.992324,40.740246,105,3,5400,MN0501
1076152,105,Lexington Avenue,10016,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1008830025,-73.982714,40.742278,106,2,6800,MN0602
1076154,127,East 30 Street,10016,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1008867503,-73.981866,40.744018,105,2,7200,MN0603
1076162,250,East   40 Street,10016,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1009207501,-73.973459,40.748664,106,4,8800,MN0603
1076164,310-312,East 23 Street,10010,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1009287502,-73.980366,40.73765,106,2,6400,MN0602
1076166,330,East 38 Street,10016,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1009437501,-73.972741,40.746742,106,4,7800,MN0603
1076168,415,East   37 Street,10016,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1009697501,-73.971822,40.745564,106,4,8601,MN0603
1076173,1177,Avenue Of The Americas,10036,Manhattan,Active,2,Self-Reported Annual Inspection,2021,,,,2021,,,1009980029,-73.982364,40.757256,105,4,11900,MN0502
1076175,1325,6  Avenue,10019,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1010060013,-73.978901,40.761999,105,4,13100,MN0502
1076177,150,West   56 Street,10019,Manhattan,Active,2,Self-Reported Annual Inspection,2021,,,,2021,,,1010087503,-73.979734,40.764505,105,6,13700,MN0502
1076178,162,West 56 Street,10019,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1010087502,-73.979893,40.764571,105,6,13700,MN0502
1076193,1585,Broadway,10036,Manhattan,Active,4,Self-Reported Annual Inspection,2021,,,,2021,,,1010197502,-73.985334,40.760216,105,3,12500,MN0502
1076194,235,West 48 Street,10036,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1010200005,-73.985666,40.760476,105,3,12500,MN0502
1076198,260,West 52 Street,10019,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1010230061,-73.984257,40.763141,105,3,13100,MN0502
1076203,825,8 Avenue,10019,Manhattan,Active,2,Self-Reported Annual Inspection,2021,,,,2021,,,1010400029,-73.986275,40.762074,104,3,12700,MN0402
1076205,301,West   57 Street,10019,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1010487503,-73.983296,40.766902,104,6,13900,MN0402
1076215,500,West 43 Street,10036,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1010717501,-73.995076,40.760332,104,3,12901,MN0402
1076225,25,Central Park West,10023,Manhattan,Active,4,Self-Reported Annual Inspection,2021,,,,2021,,,1011157501,-73.9804,40.770148,107,6,14900,MN0701
1076225,25,Central Park West,10023,Manhattan,Active,4,NYC Health Department Audit & Inspection,2021,,,,2019,,,1011157501,-73.9804,40.770148,107,6,14900,MN0701
1076231,2025,Broadway,10023,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1011417502,-73.982135,40.776626,107,6,15302,MN0701
1076234,112,West   72 Street,10023,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1011437504,-73.979213,40.777581,107,6,15700,MN0701
1076239,235,West End Avenue,10023,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1011827501,-73.985091,40.778981,107,6,15900,MN0701
1076247,221,West 82 Street,10024,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1012307501,-73.977904,40.785532,107,6,17100,MN0702
1076253,110,Riverside Drive,10024,Manhattan,Active,2,Self-Reported Annual Inspection,2021,,,,2021,,,1012450047,-73.980962,40.787901,107,6,17100,MN0702
1076262,30,Rockefeller Plaza,10112,Manhattan,Active,5,Self-Reported Annual Inspection,2021,,,,2021,,,1012657501,-73.978692,40.758754,105,4,10400,MN0502
1076266,489,5 Avenue,10017,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1012760004,-73.981159,40.75309,105,4,8200,MN0502
1076267,40,East   52 Street,10022,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1012870028,-73.973989,40.758814,105,4,10200,MN0502
1076268,277,Park Avenue,10017,Manhattan,Active,3,Self-Reported Annual Inspection,2021,,,,2021,,,1013027501,-73.975138,40.755564,105,4,9200,MN0604
1076271,200,East   58 Street,10022,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1013317501,-73.966704,40.760774,106,4,10803,MN0604
1076272,225,East 57 Street,10022,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1013317502,-73.966737,40.759926,106,4,10803,MN0604
1076276,333,East 45 Street,10017,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1013387502,-73.969917,40.751391,106,4,9000,MN0604
1076281,400,East 54 Street,10022,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1013657502,-73.964165,40.756308,106,4,8603,MN0604
1076285,45,East 66 Street,10065,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1013817502,-73.967794,40.767801,108,4,12200,MN0802
1076286,44,East 67 Street,10065,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1013817503,-73.967296,40.768391,108,4,12200,MN0802
1076290,965,Fifth Avenue,10075,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1013920070,-73.964418,40.776035,108,4,14200,MN0802
1076296,139,East   63 Street,10065,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1013987502,-73.966113,40.764639,108,4,12000,MN0802
1076298,115,East   67 Street,10065,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1014020006,-73.965264,40.767554,108,4,12000,MN0802
1076301,130,East   75 Street,10021,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1014097502,-73.961409,40.772627,108,4,12800,MN0802
1076302,135,East 74 Street,10021,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1014097503,-73.961665,40.771925,108,4,12800,MN0802
1076307,200,East   65 Street,10065,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1014197502,-73.963514,40.765162,108,5,11800,MN0801
1076309,221,East 71 Street,10021,Manhattan,Active,2,Self-Reported Annual Inspection,2021,,,,2021,,,1014260035,-73.960043,40.768631,108,5,12602,MN0801
1076312,205,East 78 Street,10075,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1014337501,-73.95739,40.773438,108,5,13400,MN0801
1076314,305,East 72 Street,10021,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1014477501,-73.957992,40.768654,108,5,12601,MN0801
1076320,460,East 79 Street,10075,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1014737502,-73.951387,40.771786,108,5,13203,MN0801
1076327,241,East 86 Street,10028,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015320016,-73.952689,40.778284,108,5,14602,MN0803
1076331,401,East   89 Street,10128,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015697502,-73.947767,40.778732,108,5,15200,MN0803
1076333,1780,First  Avenue,10128,Manhattan,Active,2,Self-Reported Annual Inspection,2021,,,,2021,,,1015730020,-73.946441,40.780878,108,8,15200,MN0803
1076684,120,Claremont Avenue,10027,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1019930001,-73.961931,40.812475,109,7,21100,MN0901
1076783,530,Grand Street,10002,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1003310120,-73.981264,40.714367,103,1,1200,MN0302
1076784,550,Grand Street,10002,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1003310120,-73.980402,40.714117,103,1,1200,MN0302
1076841,345,East   80 Street,10075,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015437501,-73.952862,40.773313,108,5,13800,MN0803
1076843,116,Central Park South,10019,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1010117503,-73.976972,40.765978,105,6,13700,MN0502
1076844,1540,Broadway,10036,Manhattan,Active,2,Self-Reported Annual Inspection,2021,,,,2021,,,1009987501,-73.985009,40.757847,105,4,11900,MN0502
1077128,124,West 91 Street,10024,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1012210007,-73.970976,40.790139,107,6,17700,MN0702
1077236,405-410,West 23 Street,10011,Manhattan,Active,2,Self-Reported Annual Inspection,2021,,,,2021,,,1007217501,-74.001826,40.746712,104,3,9300,MN0401
1077284,10,Rockefeller Plaza,10020,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1012640005,-73.979165,40.758104,105,4,9600,MN0502
1077286,1,Rockefeller Plaza,10020,Manhattan,Active,2,Self-Reported Annual Inspection,2021,,,,2021,,,1012640005,-73.979288,40.757904,105,4,9600,MN0502
1077286,1,Rockefeller Plaza,10020,Manhattan,Active,2,NYC Health Department Audit & Inspection,2021,,,,2019,,,1012640005,-73.979288,40.757904,105,4,9600,MN0502
1077286,1,Rockefeller Plaza,10020,Manhattan,Active,2,NYC Health Department Audit & Inspection,2021,,,,2020,,,1012640005,-73.979288,40.757904,105,4,9600,MN0502
1077287,1230,Avenue Of The Americas,10020,Manhattan,Active,2,Self-Reported Annual Inspection,2021,,,,2021,,,1012640005,-73.981089,40.758977,105,4,9600,MN0502
1077363,712,Fifth Avenue,10019,Manhattan,Active,2,Self-Reported Annual Inspection,2021,,,,2021,,,1012710038,-73.975193,40.762495,105,4,10400,MN0502
1077376,1879,Madison Avenue,10035,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1017470035,-73.94225,40.80361,111,9,19800,MN1102
1077403,33,Gold Street,10038,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1000770024,-74.005944,40.708736,101,1,1502,MN0101
1077407,185,Park Row,10038,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1001170001,-73.999805,40.713218,103,1,2700,MN0301
1077414,7,Saint James Place,10038,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1001110100,-74.000335,40.711143,103,1,2500,MN0301
1077418,15,Saint James Place,10038,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1001110100,-73.999903,40.711571,103,1,2500,MN0301
1077426,258,Broadway,10007,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1001340025,-74.006911,40.713454,101,1,2100,MN0102
1077438,180,Park Row,10007,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1001610001,-73.999693,40.713251,103,1,2902,MN0301
1077502,612,East 14 Street,10009,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1003960010,-73.977338,40.729133,103,2,2800,MN0303
1077512,160,Madison Street,10002,Manhattan,Active,2,Self-Reported Annual Inspection,2021,,,,2021,,,1002550001,-73.991924,40.712488,103,1,600,MN0301
1077517,300,Cherry Street,10002,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1002560001,-73.987639,40.711458,103,1,600,MN0301
1077538,466,East 10 Street,10009,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1003620010,-73.974428,40.724384,103,2,2400,MN0303
1077550,465,East 10 Street,10009,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1003670001,-73.974143,40.72457,103,2,2400,MN0303
1077569,145,4 Avenue,10003,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1005590009,-73.989872,40.733916,103,2,4200,MN0303
1077585,14,Monroe Street,10002,Manhattan,Active,4,Self-Reported Annual Inspection,2021,,,,2021,,,1002530001,-73.996187,40.711396,103,1,800,MN0301
1077585,14,Monroe Street,10002,Manhattan,Active,4,NYC Health Department Audit & Inspection,2021,,,,2020,,,1002530001,-73.996187,40.711396,103,1,800,MN0301
1077591,36,Monroe Street,10002,Manhattan,Active,4,Self-Reported Annual Inspection,2021,,,,2021,,,1002530001,-73.994561,40.711557,103,1,800,MN0301
1077619,77,Allen Street,10002,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1004137502,-73.991097,40.717818,103,1,1800,MN0302
1077828,830,Broadway,10003,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1005640036,-73.991044,40.73348,102,2,6100,MN0202
1077833,1,Washington Square Village,10012,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1005330001,-73.997507,40.729113,102,2,5501,MN0202
1077834,2,Washington Square Village,10012,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1005330001,-73.995973,40.728364,102,2,5501,MN0202
1077835,3,Washington Square Village,10012,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1005330001,-73.998557,40.727881,102,2,5501,MN0202
1077836,4,Washington Square Village,10012,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1005330001,-73.997023,40.727126,102,2,5501,MN0202
1077841,350,West   50 Street,10019,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1010407501,-73.987791,40.762988,104,3,12700,MN0402
1077844,160,West 66 Street,10023,Manhattan,Active,2,Self-Reported Annual Inspection,2021,,,,2021,,,1011377501,-73.983951,40.774601,107,6,14900,MN0701
1077845,200,West 60 Street,10023,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1011517501,-73.98736,40.771137,107,6,14700,MN0701
1077848,110,West 86 Street,10024,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1012167502,-73.972602,40.786656,107,6,16900,MN0702
1077853,170,East 78 Street,10075,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1014127501,-73.958621,40.773941,108,4,14000,MN0802
1077854,200,East 87 Street,10128,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015327502,-73.95341,40.779453,108,5,14602,MN0803
1077855,127,4 Avenue,10003,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1005580010,-73.989926,40.733213,103,2,4200,MN0303
1077856,15,East 11 Street,10003,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1005697504,-73.994198,40.733683,102,2,6100,MN0202
1077862,57,East 57 Street,10022,Manhattan,Active,2,Self-Reported Annual Inspection,2021,,,,2021,,,1012937501,-73.971793,40.762058,105,4,11202,MN0502
1077910,121,East 12 Street,10003,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1005580044,-73.989038,40.732346,103,2,4200,MN0303
1077923,37,West 8 Street,10011,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1005720062,-73.998282,40.733082,102,2,6300,MN0202
1077930,37,West 12 Street,10011,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1005760025,-73.995847,40.735217,102,2,6300,MN0202
1078024,411,East 10 Street,10009,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1003820100,-73.97691,40.725628,103,2,2800,MN0303
1078032,70-72,Baruch Drive,10002,Manhattan,Active,2,NYC Health Department Audit & Inspection,2021,,,,2020,,,1003230001,-73.978064,40.716732,103,2,1002,MN0302
1078032,70-72,Baruch Drive,10002,Manhattan,Active,2,Self-Reported Annual Inspection,2021,,,,2021,,,1003230001,-73.978064,40.716732,103,2,1002,MN0302
1078032,70-72,Baruch Drive,10002,Manhattan,Active,2,NYC Health Department Audit & Inspection,2021,AH7E,NYCHC 141.07(c),Failure to provide results of drinking water tank inspection within five business days after receipt of Department’s request.,2019,12/27/2021,,1003230001,-73.978064,40.716732,103,2,1002,MN0302
1078033,80-90,Baruch Drive,10002,Manhattan,Active,2,Self-Reported Annual Inspection,2021,,,,2021,,,1003230001,-73.978081,40.717693,103,2,1002,MN0302
1078043,72,Columbia Street,10002,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1003230001,-73.980268,40.717007,103,2,1002,MN0302
1078058,40,Avenue D,10009,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1003560001,-73.977517,40.721637,103,2,2000,MN0303
1078059,711,Fdr Drive,10009,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1003560001,-73.974895,40.720717,103,2,2000,MN0303
1078257,415,East   52 Street,10022,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1013640005,-73.964653,40.754889,106,4,8603,MN0604
1078260,405,East 54 Street,10022,Manhattan,Active,2,Self-Reported Annual Inspection,2021,,,,2021,,,1013660001,-73.963901,40.756215,106,4,10601,MN0604
1078261,404,East 55 Street,10022,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1013660001,-73.963493,40.756838,106,4,10601,MN0604
1078375,315,East 65 Street,10065,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1014400005,-73.961013,40.764124,108,5,11800,MN0801
1078385,450,East   63 Street,10065,Manhattan,Active,2,Self-Reported Annual Inspection,2021,,,,2021,,,1014570017,-73.958751,40.761524,108,5,10602,MN0801
1078419,419,West 17 Street,10011,Manhattan,Active,2,Self-Reported Annual Inspection,2021,,,,2021,,,1007150010,-74.004746,40.743202,104,3,8300,MN0401
1078437,520,East 72 Street,10021,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1014830038,-73.95268,40.766391,108,5,12400,MN0801
1078500,26,East   93 Street,10128,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015040056,-73.956017,40.785482,108,4,16001,MN0802
1078560,235,West 14 Street,10011,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1007640020,-74.000794,40.73903,104,3,8100,MN0401
1078565,300,East   85 Street,10028,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015470049,-73.951888,40.777037,108,5,14601,MN0803
1078651,16,West   16 Street,10011,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1008170029,-73.993469,40.737666,105,3,5400,MN0501
1078658,5,West 14 Street,10011,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1008160031,-73.994187,40.736255,105,2,5400,MN0501
1078668,340,East 93 Street,10128,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015550023,-73.946592,40.781501,108,5,15402,MN0803
1078686,10,West   15 Street,10011,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1008160031,-73.993754,40.736949,105,2,5400,MN0501
1078688,116,West 29 Street,10001,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1008040049,-73.990826,40.746967,105,3,9500,MN0501
1078691,55,West   14 Street,10011,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1008160007,-73.995338,40.736738,105,2,5400,MN0501
1078696,422,East 89 Street,10128,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015680037,-73.947118,40.778441,108,5,14402,MN0803
1078701,31,Union Square West,10003,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1008440017,-73.990697,40.736625,105,2,5200,MN0501
1078734,4,Lexington Avenue,10010,Manhattan,Active,2,Self-Reported Annual Inspection,2021,,,,2021,,,1008770074,-73.985515,40.738461,106,2,6800,MN0602
1078756,151,East 31 Street,10016,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1008870030,-73.980581,40.744287,106,2,7200,MN0603
1078762,7,Park Avenue,10016,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1008900001,-73.981208,40.747243,106,4,7200,MN0603
1078793,230,East 30 Street,10016,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1009100046,-73.978889,40.742753,106,2,7002,MN0603
1078824,401,1 Avenue,10010,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1009290001,-73.978407,40.737085,106,2,6400,MN0602
1078830,319,East 24 Street,10010,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1009300012,-73.97933,40.738103,106,2,6600,MN0603
1078843,300,East 34 Street,10016,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1009390001,-73.975788,40.744731,106,4,7001,MN0603
1078858,70,East 108 Street,10029,Manhattan,Active,2,Self-Reported Annual Inspection,2021,,,,2021,,,1016130023,-73.947434,40.794429,111,8,17401,MN1101
1078861,230,West 55 Street,10019,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1010267502,-73.982607,40.764892,105,6,13700,MN0502
1078884,1309,5 Avenue,10029,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1016160001,-73.948901,40.797309,111,9,17402,MN1101
1078911,110,East 99 Street,10029,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1016260001,-73.950862,40.788359,111,8,16600,MN1101
1078924,1485,Park Ave,10029,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1016360001,-73.94682,40.794387,111,8,17200,MN1101
1078979,32,Broadway,10004,Manhattan,Active,2,Self-Reported Annual Inspection,2021,,,,2021,,,1000220017,-74.013096,40.706045,101,1,900,MN0101
1078982,11,Wall Street,10005,Manhattan,Active,3,Self-Reported Annual Inspection,2021,,,,2021,,,1000230019,-74.011105,40.707399,101,1,700,MN0101
1078985,40,Broad Street,10004,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1000247501,-74.011332,40.706021,101,1,900,MN0101
1078988,15,Broad Street,10005,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1000267501,-74.011022,40.706531,101,1,700,MN0101
1078992,37-43,Wall Street,10005,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1000260014,-74.009792,40.706551,101,1,700,MN0101
1079000,100,Centre Street,10013,Manhattan,Active,2,Self-Reported Annual Inspection,2021,,,,2021,,,1001670001,-74.001425,40.716084,101,1,2901,MN0102
1079043,59,Maiden Lane,10038,Manhattan,Active,3,Self-Reported Annual Inspection,2021,,,,2021,,,1000670001,-74.008231,40.708266,101,1,1502,MN0101
1079063,123,William Street,10038,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1000780004,-74.006893,40.709112,101,1,1502,MN0101
1079072,5,Beekman Street,10038,Manhattan,Active,4,Self-Reported Annual Inspection,2021,,,,2021,,,1000907503,-74.006666,40.711393,101,1,1501,MN0101
1079094,110,Nassau Street,10038,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1000920024,-74.006998,40.710844,101,1,1501,MN0101
1079143,109,Park Row,10038,Manhattan,Active,2,Self-Reported Annual Inspection,2021,,,,2021,,,1001190001,-74.001941,40.712787,101,1,2901,MN0102
1079153,270,Broadway,10007,Manhattan,Active,3,Self-Reported Annual Inspection,2021,,,,2021,,,1001357504,-74.007095,40.714524,101,1,2100,MN0102
1079184,632,West 28 Street,10001,Manhattan,Not Active,0,NYC Health Department Audit,2021,,,,2019,,,1006730001,-74.005699,40.752424,104,3,9902,MN0401
1079184,632,West 28 Street,10001,Manhattan,Not Active,0,NYC Health Department Audit,2021,,,,2020,,,1006730001,-74.005699,40.752424,104,3,9902,MN0401
1079184,632,West 28 Street,10001,Manhattan,Not Active,0,Self-Reported Annual Inspection,2021,,,,2021,,,1006730001,-74.005699,40.752424,104,3,9902,MN0401
1079194,123,East 112 Street,10029,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1016400001,-73.944178,40.796381,111,8,18200,MN1102
1079280,88,Central Park West,10023,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1011210036,-73.977449,40.774191,107,6,15301,MN0701
1079313,124,West   72 Street,10023,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1011430042,-73.979954,40.777891,107,6,15700,MN0701
1079341,310,East 102 Street,10029,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1016730006,-73.943925,40.787881,111,8,16400,MN1101
1079357,306,East 117 Street,10035,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1016880045,-73.936856,40.797489,111,8,18800,MN1102
1079368,425,East 105 Street,10029,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1016990001,-73.939638,40.788573,111,8,16200,MN1101
1079387,230,West 79 Street,10024,Manhattan,Active,2,Self-Reported Annual Inspection,2021,,,,2021,,,1011700012,-73.979428,40.7836,107,6,16700,MN0702
1079388,870-80,Columbus Avenue,10025,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1018550001,-73.964269,40.797347,107,7,18900,MN0703
1079429,868,Amsterdam Avenue,10025,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1018740029,-73.967371,40.798169,107,7,19100,MN0703
1079519,70,West   95 Street,10025,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1012080001,-73.967483,40.791952,107,6,18100,MN0702
1079771,101,West  147 Street,10039,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1020160050,-73.935525,40.82184,110,9,23600,MN1002
1079877,462,Broadway,10013,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1004730001,-74.000487,40.72103,102,1,4500,MN0201
1079887,480,Broadway,10013,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1004730010,-74.000094,40.721491,102,1,4500,MN0201
1079908,260,Audubon Avenue,10033,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1021530001,-73.933578,40.847052,112,10,26100,MN1201
1079909,1370,St Nicholas Avenue,10033,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1021530001,-73.934853,40.847771,112,10,26100,MN1201
1079920,1365,Saint Nicholas Avenue,10033,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1021620001,-73.934871,40.84778,112,10,26300,MN1201
1079921,111,Wadsworth Avenue,10033,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1021620001,-73.936139,40.848209,112,10,26300,MN1201
1079963,120,Wooster Street,10012,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1005000011,-74.000415,40.724996,102,1,4900,MN0201
1079985,120,Cabrini Boulevard,10033,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1021790010,-73.939905,40.852267,112,10,27500,MN1202
1079986,140,Cabrini Boulevard,10033,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1021790010,-73.939826,40.852542,112,10,27500,MN1202
1079987,160,Cabrini Boulevard,10033,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1021790010,-73.939688,40.853008,112,10,27500,MN1202
1079988,180,Cabrini Boulevard,10033,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1021790010,-73.939268,40.853867,112,10,27500,MN1202
